claim_id,applicant_name,state,district,village,claim_type,claimed_area,recorded_area,submission_date,status,days_pending,latitude,longitude
FRA-1544,Devi Bhoi,Jharkhand,West Singhbhum,Panchvati,Community,7.19,7.28,2025-09-20,Pending,327,22.54453416907796,85.76051111194907
FRA-1545,Babu Naik,Madhya Pradesh,Chhindwara,Chandapur,Community,14.05,5.62,2026-08-20,Approved,0,22.058786989268803,78.86327202628688
FRA-1546,Kanhu Munda,Jharkhand,Latehar,Chhota Nagpur,Individual,10.09,10.27,2026-08-09,Approved,0,23.66250483913232,84.5867598988874
FRA-1547,Vijay Maravi,Maharashtra,Chandrapur,Example Village,Individual,11.53,11.8,2026-04-29,Pending,112,20.041270370940886,79.38727368711336
FRA-1548,Somnath Pradhan,Odisha,Mayurbhanj,Panchvati,Community,13.97,13.68,2026-08-08,Approved,0,21.89546553834121,86.76394419915029
FRA-1549,Jano Uraon,Chhattisgarh,Surguja,Kalyanpur,Individual,7.38,7.52,2026-07-10,Pending,40,23.143862582449376,83.10383732780778
FRA-1550,Devi Bhoi,Jharkhand,Dumka,Amrapali,Community,14.22,14.2,2026-08-09,Approved,0,24.32349474865109,87.21597105282446
FRA-1551,Babu Bhoi,Madhya Pradesh,Dhar,Durgapur,Individual,10.02,9.79,2026-08-09,Approved,0,22.686141982297308,75.36572565323168
FRA-1552,Kanhu Bhoi,Maharashtra,Gadchiroli,Panchvati,Individual,2.69,2.4,2026-08-14,Approved,0,20.27666347038126,80.02334587187123
FRA-1553,Ramesh Hembram,Jharkhand,Latehar,Rampur,Community,3.68,3.91,2026-08-08,Rejected,0,23.648164270291183,84.48311501689064
FRA-1554,Gautam Munda,Maharashtra,Nandurbar,Bhadrapur,Community,13.14,12.94,2026-08-19,Approved,0,21.378024689970058,74.29556146017869
FRA-1555,Sidhu Pradhan,Odisha,Koraput,Devgaon,Individual,3.98,4.22,2026-08-14,Approved,0,18.87370397541194,82.61866839188666
FRA-1556,Radha Pradhan,Chhattisgarh,Dhamtari,Amrapali,Individual,2.98,2.97,2026-08-17,Approved,0,20.676693993332254,81.582287681618
FRA-1557,Suresh Munda,Odisha,Kandhamal,Sitapur,Community,1.85,1.79,2026-05-17,Pending,80,20.298958085271654,84.02497240537492
FRA-1558,Phulo Gond,Chhattisgarh,Kanker,Rampur,Community,13.19,13.34,2026-08-02,Pending,19,20.367561874180563,81.41162589632003
FRA-1559,Phulo Gond,Jharkhand,Dumka,Durgapur,Community,9.55,9.47,2026-08-17,Approved,0,24.175930089337317,87.28920721443465
FRA-1560,Gautam Hembram,Madhya Pradesh,Mandla,Panchvati,Community,4.35,4.56,2026-08-10,Approved,0,22.514900499322188,80.3306924483833
FRA-1561,Gautam Naik,Madhya Pradesh,Chhindwara,Amrapali,Community,14.78,14.8,2026-08-09,Approved,0,22.152530127793433,78.94642862115495
FRA-1562,Suresh Hembram,Maharashtra,Palghar,Bhadrapur,Individual,12.7,12.88,2026-08-22,Approved,0,19.76689076163124,72.86252083217079
FRA-1563,Jano Kumar,Madhya Pradesh,Chhindwara,Rampur,Community,1.93,2.22,2026-08-12,Approved,0,22.064810854923664,78.8672990674095
FRA-1564,Gautam Tudu,Odisha,Mayurbhanj,Chandapur,Community,7.94,8.23,2026-08-07,Approved,0,21.964159701169045,86.79503756135784
FRA-1565,Sunita Bhoi,Madhya Pradesh,Dhar,Durgapur,Individual,6.07,6.33,2026-08-06,Approved,0,22.663863680942914,75.37422808883308
FRA-1566,Kanhu Singh,Chhattisgarh,Kanker,Devgaon,Community,11.75,11.46,2026-08-24,Approved,0,20.299177687749022,81.5674314321055
FRA-1567,Gautam Maravi,Odisha,Koraput,Amrapali,Individual,1.77,1.92,2026-08-13,Approved,0,18.899722957557067,82.73857190655643
FRA-1568,Anita Hembram,Chhattisgarh,Dhamtari,Rampur,Community,3.72,3.59,2026-08-16,Approved,0,20.769770470223108,81.57032956813536
FRA-1569,Babu Patel,Jharkhand,Simdega,Panchvati,Individual,4.2,2.1,2026-04-30,Pending,102,22.67978038250324,84.50901288682456
FRA-1570,Sidhu Maravi,Jharkhand,West Singhbhum,Chandapur,Individual,4.12,6.59,2026-08-05,Approved,0,22.57470432840454,85.77397260113081
FRA-1571,Manoj Bhoi,Madhya Pradesh,Mandla,Durgapur,Individual,12.96,13.15,2026-04-27,Pending,107,22.548655357031976,80.36670867166626
FRA-1572,Sunita Singh,Chhattisgarh,Surguja,Sunderpur,Community,6.41,6.44,2026-08-15,Approved,0,23.07531164314332,83.11615139813946
FRA-1573,Kanhu Hembram,Maharashtra,Palghar,Durgapur,Community,7.06,7.07,2025-11-06,Pending,292,19.603183022813763,72.68534660793551
FRA-1574,Pooja Patel,Madhya Pradesh,Mandla,Chandapur,Individual,12.65,12.64,2026-06-24,Pending,62,22.57595477057599,80.45230623120469
FRA-1575,Gautam Munda,Chhattisgarh,Rajnandgaon,Rampur,Community,5.51,2.75,2026-04-01,Pending,127,21.168481942553534,80.9435625627456
FRA-1576,Gautam Rathwa,Jharkhand,Latehar,Example Village,Individual,6.93,6.85,2026-08-01,Pending,21,23.68117887342456,84.40996820211156
FRA-1577,Phulo Patel,Madhya Pradesh,Mandla,Amrapali,Individual,9.92,9.91,2026-08-20,Approved,0,22.635225741036553,80.33048833258901
FRA-1578,Babu Bhilla,Jharkhand,West Singhbhum,Chandapur,Individual,4.84,4.7,2026-07-03,Pending,34,22.507839002732236,85.87375110283162
FRA-1579,Manoj Tudu,Chhattisgarh,Dhamtari,Sunderpur,Community,5.99,5.86,2026-08-23,Approved,0,20.658520819270173,81.57310543058875
FRA-1580,Phulo Patel,Odisha,Kandhamal,Chandapur,Community,13.17,13.04,2026-08-15,Approved,0,20.29494912711261,84.02591178605145
FRA-1581,Sidhu Munda,Madhya Pradesh,Chhindwara,Durgapur,Individual,2.43,1.22,2026-08-14,Approved,0,22.057396988203667,78.8407317738845
FRA-1582,Birsa Rathwa,Odisha,Mayurbhanj,Kalyanpur,Community,13.33,13.4,2026-08-13,Approved,0,22.031556765702312,86.64030767547081
FRA-1583,Anita Patel,Madhya Pradesh,Dindori,Panchvati,Individual,2.35,2.44,2026-08-14,Approved,0,23.008349550485015,81.15979300545098
FRA-1584,Devi Pradhan,Odisha,Kandhamal,Amrapali,Individual,10.74,23.63,2026-08-16,Approved,0,20.297640968952233,83.95392665306882
FRA-1585,Devi Hembram,Madhya Pradesh,Dhar,Sunderpur,Community,7.58,7.53,2025-08-17,Pending,356,22.582870587307323,75.25162927643696
FRA-1586,Babu Singh,Chhattisgarh,Surguja,Kalyanpur,Individual,5.71,5.55,2026-08-14,Approved,0,23.055520333713453,83.15612309569843
FRA-1587,Pooja Kumar,Maharashtra,Nandurbar,Bhadrapur,Community,7.51,7.56,2026-08-08,Approved,0,21.376833474092972,74.22978197677325
FRA-1588,Rajesh Uraon,Jharkhand,West Singhbhum,Durgapur,Community,11.1,11.13,2026-08-23,Approved,0,22.588823821248283,85.86622347154703
FRA-1589,Radha Patel,Maharashtra,Palghar,Rampur,Community,11.87,11.77,2026-08-08,Approved,0,19.652688103303273,72.73675631755926
FRA-1590,Pooja Singh,Odisha,Mayurbhanj,Panchvati,Individual,14.57,14.61,2026-04-14,Pending,122,21.963420010566836,86.66811604551535
FRA-1591,Anita Naik,Madhya Pradesh,Mandla,Kalyanpur,Community,6.54,6.51,2026-08-18,Approved,0,22.691495823541853,80.4220697797372
FRA-1592,Sidhu Singh,Jharkhand,Simdega,Devgaon,Individual,10.87,10.96,2026-06-25,Pending,44,22.566833719038396,84.42460541095078
FRA-1593,Sidhu Pradhan,Jharkhand,West Singhbhum,Chandapur,Community,11.83,11.66,2026-08-16,Approved,0,22.596004855170552,85.85244151749967
FRA-1594,Phulo Uraon,Madhya Pradesh,Dindori,Bhadrapur,Community,14.96,14.74,2026-04-11,Pending,119,22.98184537618139,81.15184535618341
FRA-1595,Jano Gond,Odisha,Sundargarh,Sitapur,Individual,9.11,8.97,2026-08-21,Approved,0,22.17403938455359,84.01558838240688
FRA-1596,Ramesh Singh,Jharkhand,Gumla,Chandapur,Community,7.97,7.86,2026-08-06,Approved,0,23.100251828695743,84.50374267143182
FRA-1597,Ramesh Naik,Jharkhand,Dumka,Amrapali,Individual,2.2,2.13,2026-02-02,Pending,198,24.321764307680926,87.29904986819433
FRA-1598,Kanhu Singh,Chhattisgarh,Kanker,Rampur,Individual,8.44,8.58,2026-08-08,Approved,0,20.338139698922546,81.54809917519789
FRA-1599,Devi Patel,Odisha,Koraput,Amrapali,Individual,12.66,20.26,2026-08-19,Rejected,0,18.841932617035155,82.63116933730385
FRA-1600,Kamla Kumar,Maharashtra,Palghar,Panchvati,Individual,10.08,10.15,2026-08-07,Approved,0,19.62938534991252,72.74488831458862
FRA-1601,Devi Patel,Jharkhand,West Singhbhum,Devgaon,Individual,2.24,2.06,2026-08-25,Approved,0,22.517201500822296,85.7524136400709
FRA-1602,Gautam Hembram,Madhya Pradesh,Chhindwara,Panchvati,Individual,2.96,2.83,2026-08-25,Approved,0,22.084079720919657,78.86509172716819
FRA-1603,Lakshmi Naik,Maharashtra,Yavatmal,Devgaon,Community,10.45,10.72,2026-08-10,Approved,0,20.328654576050017,78.15058854073146
FRA-1604,Babu Gond,Odisha,Sundargarh,Sunderpur,Individual,8.54,3.42,2026-07-21,Pending,30,22.057343941293897,83.9786371221447
FRA-1605,Manoj Kumar,Odisha,Mayurbhanj,Chhota Nagpur,Community,8.53,8.75,2026-08-19,Approved,0,21.836606006068212,86.68646352547188
FRA-1606,Somnath Tudu,Jharkhand,West Singhbhum,Bhadrapur,Individual,6.2,6.49,2026-08-07,Approved,0,22.539181282829382,85.8583477729236
FRA-1607,Anita Bhoi,Jharkhand,Simdega,Amrapali,Individual,1.54,1.82,2026-05-29,Pending,74,22.710505487720646,84.41767587887755
FRA-1608,Pooja Tudu,Chhattisgarh,Bastar,Amrapali,Individual,13.18,13.32,2026-08-08,Approved,0,19.136044605108523,81.85758322614146
FRA-1609,Kamla Gond,Chhattisgarh,Rajnandgaon,Durgapur,Community,1.28,1.18,2026-05-08,Pending,99,21.099758328330864,81.1159964232785
FRA-1610,Somnath Maravi,Odisha,Sundargarh,Chhota Nagpur,Community,4.95,4.75,2026-08-24,Approved,0,22.207269222667986,83.97928323098773
FRA-1611,Suresh Naik,Maharashtra,Yavatmal,Panchvati,Individual,1.59,1.58,2026-08-22,Approved,0,20.416468328693114,78.16085319754501
FRA-1612,Ramesh Maravi,Jharkhand,Gumla,Sitapur,Individual,6.26,6.51,2026-08-13,Approved,0,23.008122197373485,84.63055749562827
FRA-1613,Birsa Patel,Jharkhand,Simdega,Bhadrapur,Community,7.83,7.71,2026-08-03,Pending,22,22.605283168337092,84.54789482854268
FRA-1614,Kamla Hembram,Odisha,Koraput,Kalyanpur,Individual,12.47,12.53,2026-08-13,Approved,0,18.813461404539268,82.70523587661019
FRA-1615,Lakshmi Kumar,Odisha,Kandhamal,Devgaon,Community,1.86,2.13,2026-08-07,Approved,0,20.33051397582627,83.95341050199025
FRA-1616,Sunita Maravi,Chhattisgarh,Bastar,Rampur,Individual,2.64,5.81,2026-08-25,Approved,0,19.172630309724962,81.90010066314346
FRA-1617,Radha Rathwa,Madhya Pradesh,Dindori,Sitapur,Individual,4.59,4.46,2026-08-24,Approved,0,22.995583023172923,81.17529697128174
FRA-1618,Radha Gond,Odisha,Rayagada,Panchvati,Community,5.33,5.08,2026-08-09,Approved,0,19.122418211398642,83.42979026524547
FRA-1619,Jano Kumar,Chhattisgarh,Surguja,Devgaon,Individual,1.92,1.72,2026-08-15,Approved,0,23.178212124566922,83.18833256872075
FRA-1620,Anita Kumar,Chhattisgarh,Kanker,Kalyanpur,Individual,8.58,8.66,2026-08-06,Approved,0,20.361151856821266,81.39597334328653
FRA-1621,Pooja Pradhan,Jharkhand,Gumla,Devgaon,Individual,3.3,3.18,2026-08-15,Approved,0,23.11791874996821,84.56028630736314
FRA-1622,Lakshmi Bhoi,Jharkhand,Gumla,Rampur,Individual,14.26,31.37,2026-08-10,Approved,0,23.121779452621208,84.55450633637801
FRA-1623,Sunita Tudu,Maharashtra,Palghar,Kalyanpur,Community,11.28,11.37,2026-08-12,Approved,0,19.6423113544377,72.83261945625677
FRA-1624,Rajesh Bhilla,Odisha,Kandhamal,Example Village,Community,1.58,1.87,2026-01-31,Pending,200,20.316866146415027,84.08247314899485
FRA-1625,Birsa Bhoi,Chhattisgarh,Surguja,Example Village,Community,7.12,6.93,2026-08-24,Approved,0,23.050858319585082,83.25746533284527
FRA-1626,Anita Pradhan,Jharkhand,West Singhbhum,Panchvati,Individual,14.66,32.25,2026-07-21,Pending,31,22.644429808349077,85.87870536078246
FRA-1627,Vijay Pradhan,Maharashtra,Nandurbar,Chhota Nagpur,Community,12.06,11.95,2026-08-16,Rejected,0,21.30852182113327,74.20742858768102
FRA-1628,Ramesh Gond,Chhattisgarh,Dhamtari,Chhota Nagpur,Individual,3.84,1.54,2026-08-25,Approved,0,20.797030287876964,81.50386495283688
FRA-1629,Somnath Munda,Odisha,Sundargarh,Chhota Nagpur,Community,13.37,13.4,2026-08-21,Rejected,0,22.072177166237058,84.02262170584835
FRA-1630,Suresh Hembram,Jharkhand,Gumla,Panchvati,Community,11.33,18.13,2026-04-16,Pending,117,23.005676324095294,84.45122738366844
FRA-1631,Sidhu Patel,Maharashtra,Nandurbar,Example Village,Individual,5.17,5.09,2026-07-04,Pending,32,21.32270561396715,74.27088174627089
FRA-1632,Lakshmi Tudu,Chhattisgarh,Bastar,Chandapur,Community,2.56,2.6,2026-08-07,Approved,0,19.178030623250017,81.95312663971383
FRA-1633,Radha Tudu,Odisha,Koraput,Kalyanpur,Individual,5.64,5.92,2026-08-25,Approved,0,18.726439864426787,82.81091333749517
FRA-1634,Ramesh Maravi,Maharashtra,Gadchiroli,Chandapur,Community,12.43,6.21,2026-08-12,Rejected,0,20.103519836806583,80.01634418110201
FRA-1635,Manoj Munda,Odisha,Sundargarh,Panchvati,Community,13.83,6.92,2026-08-21,Approved,0,22.09309726398405,84.09954366444683
FRA-1636,Birsa Patel,Maharashtra,Gadchiroli,Amrapali,Community,9.73,9.53,2026-04-03,Pending,127,20.281323486195806,80.05619179270523
FRA-1637,Manoj Rathwa,Jharkhand,Gumla,Devgaon,Community,14.61,14.42,2026-08-23,Approved,0,23.123459915362055,84.55573177471355
FRA-1638,Anita Pradhan,Jharkhand,Simdega,Amrapali,Community,1.25,1.29,2026-04-10,Pending,129,22.683502851061732,84.43805169363381
FRA-1639,Suresh Bhilla,Maharashtra,Palghar,Durgapur,Individual,10.02,9.86,2026-08-25,Approved,0,19.738111948765066,72.79251054873698
FRA-1640,Kamla Soren,Madhya Pradesh,Dhar,Kalyanpur,Community,2.18,2.08,2026-08-12,Approved,0,22.662106942526066,75.20733370658384
FRA-1641,Radha Gond,Odisha,Sundargarh,Sitapur,Individual,1.62,1.46,2026-07-16,Pending,34,22.176950220860366,84.01882671479585
FRA-1642,Kamla Uraon,Odisha,Kandhamal,Chandapur,Individual,4.24,4.38,2026-04-28,Pending,112,20.28588330849199,83.94020706921543
FRA-1643,Lakshmi Bhilla,Maharashtra,Chandrapur,Panchvati,Individual,8.5,8.46,2026-05-29,Pending,78,19.86537296310703,79.39705597636413
FRA-1644,Vijay Tudu,Odisha,Mayurbhanj,Amrapali,Individual,9.12,14.59,2026-08-24,Approved,0,22.01327193011886,86.6797112835418
FRA-1645,Manoj Bhilla,Odisha,Kandhamal,Bhadrapur,Individual,9.89,9.79,2026-08-19,Approved,0,20.281990787711837,84.04038457673664
FRA-1646,Pooja Tudu,Madhya Pradesh,Mandla,Amrapali,Community,6.82,6.53,2026-05-06,Pending,98,22.66324042822589,80.37313195605549
FRA-1647,Sidhu Tudu,Maharashtra,Palghar,Chandapur,Community,9.43,9.6,2026-03-20,Pending,138,19.692145363939947,72.71563698843377
FRA-1648,Pooja Gond,Jharkhand,Latehar,Kalyanpur,Individual,10.86,10.74,2026-06-18,Pending,61,23.810909998147274,84.47367329160593
FRA-1649,Jano Bhilla,Odisha,Sundargarh,Kalyanpur,Community,6.45,6.25,2026-08-14,Approved,0,22.166780109425623,84.09699228308337
FRA-1650,Phulo Naik,Jharkhand,West Singhbhum,Chhota Nagpur,Community,7.03,6.93,2026-08-12,Approved,0,22.589224967162718,85.80954162052639
FRA-1651,Anita Munda,Odisha,Mayurbhanj,Example Village,Community,14.78,14.75,2026-08-17,Approved,0,21.88318357390049,86.68768296333981
FRA-1652,Somnath Bhilla,Maharashtra,Yavatmal,Chandapur,Community,8.97,9.09,2026-05-20,Pending,96,20.366584538960385,78.15771498366146
FRA-1653,Sidhu Soren,Madhya Pradesh,Mandla,Amrapali,Individual,3.03,3.06,2026-03-31,Pending,144,22.66167595159939,80.38776089693287
FRA-1654,Rajesh Singh,Maharashtra,Gadchiroli,Chhota Nagpur,Community,11.78,11.98,2025-11-03,Pending,276,20.15651989062423,79.99321326506886
FRA-1655,Lakshmi Rathwa,Chhattisgarh,Rajnandgaon,Bhadrapur,Individual,7.93,8.05,2026-08-11,Rejected,0,21.171941042406043,81.05813805169667
FRA-1656,Kamla Hembram,Jharkhand,Gumla,Kalyanpur,Community,7.67,7.83,2026-08-10,Approved,0,23.07989929538581,84.48498352006574
FRA-1657,Sidhu Hembram,Jharkhand,Latehar,Durgapur,Community,9.92,10.14,2026-08-24,Approved,0,23.673815123508394,84.4262289039097
FRA-1658,Vijay Soren,Maharashtra,Yavatmal,Panchvati,Individual,4.73,4.53,2026-06-13,Pending,72,20.494476430107028,78.1920856004679
FRA-1659,Radha Hembram,Maharashtra,Nandurbar,Sunderpur,Community,5.5,5.52,2026-08-15,Approved,0,21.41494602408271,74.15564683381287
FRA-1660,Gautam Rathwa,Maharashtra,Nandurbar,Sunderpur,Community,7.0,6.89,2026-08-07,Approved,0,21.39893693110939,74.25546003811024
FRA-1661,Ramesh Munda,Jharkhand,Gumla,Chhota Nagpur,Community,1.47,1.61,2026-08-12,Rejected,0,22.958312671658533,84.5629530706123
FRA-1662,Kanhu Munda,Maharashtra,Chandrapur,Example Village,Community,9.84,10.08,2026-08-10,Approved,0,19.987506004200974,79.33566496817664
FRA-1663,Birsa Patel,Jharkhand,Latehar,Sitapur,Individual,13.41,13.34,2026-08-15,Approved,0,23.821437814363982,84.41546921919812
FRA-1664,Anita Uraon,Odisha,Rayagada,Panchvati,Community,8.17,8.09,2026-08-20,Approved,0,19.175195287658003,83.51201173456617
FRA-1665,Rajesh Singh,Madhya Pradesh,Mandla,Devgaon,Individual,14.84,14.69,2026-08-05,Rejected,0,22.697918614170387,80.27521555811686
FRA-1666,Sunita Rathwa,Odisha,Rayagada,Devgaon,Community,3.81,3.87,2026-08-17,Approved,0,19.0769254531094,83.43694657814477
FRA-1667,Babu Kumar,Maharashtra,Gadchiroli,Durgapur,Individual,12.94,13.23,2026-07-12,Pending,41,20.23159608396926,80.01015273646095
FRA-1668,Manoj Tudu,Chhattisgarh,Surguja,Devgaon,Community,10.45,10.73,2026-08-08,Approved,0,23.185912284848623,83.2131137965573
FRA-1669,Gautam Gond,Chhattisgarh,Dhamtari,Chhota Nagpur,Community,6.74,6.5,2026-04-21,Pending,106,20.70591730141749,81.58209576474808
FRA-1670,Rajesh Munda,Maharashtra,Palghar,Devgaon,Individual,7.62,7.35,2026-08-10,Rejected,0,19.782613591106816,72.72658296095854
FRA-1671,Radha Bhoi,Odisha,Koraput,Sunderpur,Individual,10.3,10.23,2026-05-28,Pending,70,18.908511254364768,82.81045761785751
FRA-1672,Devi Maravi,Maharashtra,Yavatmal,Kalyanpur,Community,9.76,3.9,2026-08-22,Approved,0,20.481697022687555,78.2256998053847
FRA-1673,Pooja Bhilla,Odisha,Rayagada,Sunderpur,Community,4.55,7.28,2026-04-07,Pending,124,19.25033862490497,83.44575169986967
FRA-1674,Sunita Bhoi,Odisha,Rayagada,Panchvati,Individual,14.87,14.83,2026-08-10,Rejected,0,19.1135633846613,83.4836613848826
FRA-1675,Somnath Kumar,Madhya Pradesh,Chhindwara,Rampur,Individual,5.3,5.43,2026-08-21,Approved,0,22.141212901284884,78.91052006766228
FRA-1676,Gautam Gond,Chhattisgarh,Kanker,Amrapali,Community,5.64,5.35,2026-08-05,Approved,0,20.27672149883322,81.56539027763307
FRA-1677,Ramesh Singh,Madhya Pradesh,Chhindwara,Chhota Nagpur,Community,4.85,4.76,2026-05-08,Pending,109,21.99620254431519,78.85943041487724
FRA-1678,Vijay Rathwa,Maharashtra,Chandrapur,Example Village,Community,11.06,10.78,2026-07-11,Pending,33,19.909336504758578,79.20504883608879
FRA-1679,Vijay Singh,Chhattisgarh,Rajnandgaon,Devgaon,Individual,8.13,8.05,2026-08-15,Approved,0,21.156643550646685,81.12154414799369
FRA-1680,Radha Hembram,Chhattisgarh,Surguja,Sunderpur,Individual,2.18,1.95,2025-11-27,Pending,252,23.219027696138188,83.23428631188567
FRA-1681,Vijay Kumar,Maharashtra,Nandurbar,Bhadrapur,Individual,2.69,2.42,2026-08-24,Approved,0,21.31148014619724,74.16307445169478
FRA-1682,Pooja Pradhan,Jharkhand,Gumla,Example Village,Individual,3.85,4.05,2026-08-06,Approved,0,23.107994740666232,84.44637331571452
FRA-1683,Ramesh Pradhan,Odisha,Rayagada,Rampur,Individual,12.39,12.53,2026-08-21,Approved,0,19.15121888208201,83.47471680790431
FRA-1684,Phulo Soren,Odisha,Mayurbhanj,Devgaon,Individual,13.96,22.34,2026-06-30,Pending,37,21.923651819693973,86.77819283261634
FRA-1685,Ramesh Bhilla,Odisha,Koraput,Chhota Nagpur,Individual,6.81,6.72,2026-08-17,Approved,0,18.782268053407336,82.76385546129359
FRA-1686,Gautam Bhilla,Jharkhand,Latehar,Sitapur,Individual,13.63,6.82,2026-04-28,Pending,114,23.67286392846299,84.45146466216839
FRA-1687,Ramesh Bhoi,Jharkhand,Latehar,Kalyanpur,Community,10.82,11.06,2026-08-09,Approved,0,23.839082273423823,84.48290575800215
FRA-1688,Somnath Patel,Odisha,Sundargarh,Chandapur,Individual,5.81,5.72,2026-08-20,Approved,0,22.088171339646543,83.96419089552161
FRA-1689,Pooja Bhoi,Chhattisgarh,Surguja,Rampur,Individual,14.0,14.21,2026-08-05,Approved,0,23.111535739150465,83.29973934295194
FRA-1690,Vijay Patel,Madhya Pradesh,Dhar,Durgapur,Community,7.3,7.3,2026-08-19,Approved,0,22.557782933694376,75.29726162184178
FRA-1691,Suresh Uraon,Madhya Pradesh,Mandla,Chandapur,Individual,1.75,0.7,2026-08-16,Approved,0,22.619471388207963,80.30100641169172
FRA-1692,Ramesh Maravi,Chhattisgarh,Surguja,Sunderpur,Community,3.41,3.65,2026-08-12,Approved,0,23.197342889260973,83.22890031622293
FRA-1693,Babu Hembram,Chhattisgarh,Kanker,Bhadrapur,Community,14.73,7.37,2026-08-22,Approved,0,20.354820552932726,81.40583233313676
FRA-1694,Jano Hembram,Madhya Pradesh,Dhar,Kalyanpur,Individual,12.7,12.67,2026-07-06,Pending,34,22.574022468718915,75.25739765239607
FRA-1695,Sunita Naik,Chhattisgarh,Surguja,Amrapali,Individual,8.3,8.37,2026-08-23,Approved,0,23.099357107387117,83.15547549647732
FRA-1696,Anita Gond,Maharashtra,Chandrapur,Sunderpur,Community,3.56,3.65,2026-08-19,Approved,0,19.875871367301848,79.28375650802978
FRA-1697,Radha Naik,Jharkhand,West Singhbhum,Bhadrapur,Community,7.05,6.97,2026-08-06,Approved,0,22.568172502234475,85.74519878160054
FRA-1698,Babu Maravi,Jharkhand,Latehar,Chandapur,Community,14.71,14.94,2025-08-30,Pending,357,23.683911587188962,84.52979612748045
FRA-1699,Birsa Naik,Odisha,Sundargarh,Amrapali,Community,9.29,9.38,2026-08-10,Approved,0,22.1737535536662,83.99402704609685
FRA-1700,Sunita Maravi,Maharashtra,Yavatmal,Chhota Nagpur,Community,2.6,2.62,2026-08-21,Approved,0,20.4284710383135,78.0409229715343
FRA-1701,Kamla Kumar,Chhattisgarh,Rajnandgaon,Kalyanpur,Community,13.19,13.08,2026-08-07,Approved,0,21.026515071971133,81.04491138183657
FRA-1702,Pooja Singh,Odisha,Kandhamal,Durgapur,Individual,5.87,5.63,2026-08-16,Rejected,0,20.136431951328934,84.05419764240756
FRA-1703,Suresh Bhoi,Madhya Pradesh,Dhar,Sunderpur,Community,8.89,8.92,2026-05-07,Pending,103,22.646490766085275,75.26511101965323
FRA-1704,Somnath Rathwa,Chhattisgarh,Dhamtari,Bhadrapur,Individual,3.48,1.74,2026-08-13,Approved,0,20.66307123144526,81.60571179513352
FRA-1705,Babu Gond,Chhattisgarh,Kanker,Rampur,Individual,9.07,19.95,2026-08-09,Approved,0,20.210002587770155,81.4961279008862
FRA-1706,Radha Munda,Jharkhand,Dumka,Amrapali,Community,10.76,10.88,2026-08-19,Rejected,0,24.209450636240334,87.15640283291089
FRA-1707,Devi Bhilla,Maharashtra,Yavatmal,Bhadrapur,Individual,11.73,11.82,2026-08-17,Rejected,0,20.463273971090906,78.08339139054772
FRA-1708,Gautam Maravi,Jharkhand,Simdega,Chandapur,Individual,8.14,8.11,2026-08-25,Approved,0,22.689789383161944,84.52163825078921
FRA-1709,Phulo Hembram,Odisha,Mayurbhanj,Chandapur,Individual,10.64,10.47,2026-08-13,Rejected,0,21.93200575013682,86.82275097039579
FRA-1710,Kamla Hembram,Madhya Pradesh,Dhar,Devgaon,Community,8.79,8.64,2026-08-21,Approved,0,22.59909626995324,75.3005450814398
FRA-1711,Ramesh Gond,Jharkhand,West Singhbhum,Chhota Nagpur,Community,12.85,12.95,2026-08-05,Approved,0,22.51004345576506,85.83844062698685
FRA-1712,Kanhu Bhilla,Madhya Pradesh,Dhar,Amrapali,Community,13.51,13.55,2026-07-23,Pending,29,22.590907005093012,75.31170224490646
FRA-1713,Sidhu Bhoi,Odisha,Kandhamal,Panchvati,Community,8.93,9.02,2026-08-10,Approved,0,20.203827965741517,83.99039814564325
FRA-1714,Radha Kumar,Madhya Pradesh,Chhindwara,Example Village,Community,13.1,12.99,2026-08-22,Approved,0,22.063101667087945,78.97415490204776
FRA-1715,Somnath Patel,Chhattisgarh,Surguja,Sunderpur,Community,3.24,5.18,2026-08-18,Approved,0,23.03408469166194,83.15944322114112
FRA-1716,Kamla Singh,Chhattisgarh,Bastar,Rampur,Individual,11.95,12.06,2026-08-24,Approved,0,19.192396048684074,81.8680581601635
FRA-1717,Sunita Bhilla,Madhya Pradesh,Chhindwara,Rampur,Community,8.72,8.5,2026-08-15,Approved,0,22.135096118728207,78.99157714624134
FRA-1718,Ramesh Bhoi,Jharkhand,Dumka,Panchvati,Community,2.99,3.24,2025-12-23,Pending,232,24.24600134711221,87.33891979436696
FRA-1719,Vijay Gond,Maharashtra,Yavatmal,Sunderpur,Community,11.82,11.76,2026-08-19,Approved,0,20.453317442191665,78.18205766468903
FRA-1720,Sidhu Munda,Odisha,Sundargarh,Chandapur,Community,10.31,10.48,2026-08-06,Approved,0,22.045964354621002,84.01142696983433
FRA-1721,Jano Maravi,Madhya Pradesh,Balaghat,Chandapur,Individual,2.62,2.84,2026-08-18,Approved,0,21.799869768268312,80.20754193078572
FRA-1722,Birsa Uraon,Odisha,Mayurbhanj,Durgapur,Community,12.95,5.18,2026-08-24,Approved,0,21.96453472390688,86.69951531110151
FRA-1723,Manoj Pradhan,Maharashtra,Gadchiroli,Chandapur,Community,8.69,8.84,2026-07-22,Pending,34,20.144553724900994,79.91290704433736
FRA-1724,Vijay Naik,Odisha,Sundargarh,Chandapur,Community,5.61,5.84,2026-08-17,Approved,0,22.160999209327557,84.12052984847976
